"Item.","Property","Familiarity","HapticStrengthMean","AuditoryStrengthMean","OlfactoryStrengthMean","GustatoryStrengthMean","HapticStrengthSD","AuditoryStrengthSD","OlfactoryStrengthSD","GustatoryStrengthSD","DominantModality","ModalityExclusivity","BNCFrequency","BNCLogFrequency","OrthographicLength"
28,"blaring",0.952380952380952,0.45,4.5,0.2,0.2,0.825577947481897,0.888523316638639,0.695852373938459,0.695852373938459,"Auditory",0.646616541353383,1,0.693147180559945,7
29,"bleeping",1,0.19047619047619,4.95238095238095,0.142857142857143,0.095238095238095,0.511766315719159,0.218217890235994,0.654653670707977,0.436435780471985,"Auditory",0.689189189189189,0,0,8
34,"blunt",1,4.71428571428571,0.904761904761905,0.19047619047619,0.25,0.643650304346789,1.26114082896249,0.872871560943969,0.550119604220181,"Haptic",0.425531914893617,5,1.79175946922806,5
36,"booming",1,0.952380952380952,4.57142857142857,0.095238095238095,0.095238095238095,1.20317041503648,0.810643483377778,0.300792603759119,0.436435780471985,"Auditory",0.573170731707317,3,1.38629436111989,7
37,"bouncy",1,3.66666666666667,2,0,0,1.55991452757301,1.61245154965971,0,0,"Haptic",0.396907216494845,1,0.693147180559945,6
38,"brackish",0.095238095238095,3,1.5,2,1.5,1.4142135623731,2.12132034355964,2.82842712474619,2.12132034355964,"Haptic",0.15,1,0.693147180559945,8
44,"briny",0.619047619047619,1.53846153846154,0.846153846153846,2.15384615384615,3.23076923076923,1.7134460703207,1.2810252304407,1.90814717488606,1.92153784566105,"Gustatory",0.24031007751938,0,0,5
45,"bristly",0.952380952380952,4.65,1.95,0.2,1.05,1.13670808176853,1.50350467767462,0.695852373938459,1.46808145478878,"Haptic",0.366255144032922,0,0,7
46,"brittle",1,3.95238095238095,1.52380952380952,0.047619047619048,0.380952380952381,1.16086995293144,1.40068010691405,0.218217890235992,0.973457265430305,"Haptic",0.418367346938776,5,1.79175946922806,7
53,"bumpy",1,4.47619047619048,1.23809523809524,0.047619047619048,0.65,0.813575295780767,1.44584791402007,0.218217890235992,1.18210338847862,"Haptic",0.421481985044188,2,1.09861228866811,5
54,"burning",1,3.61904761904762,1.71428571428571,4.42857142857143,2.52380952380952,1.65759435557046,1.70712791386167,0.978336781043654,2.01541677126711,"Olfactory",0.166180758017493,28,3.36729582998647,7
55,"burnt",1,2.38095238095238,0.476190476190476,4.57142857142857,4.04761904761905,1.74574312188794,1.12334534400814,0.597614304667198,0.920662287496913,"Olfactory",0.261398176291793,13,2.63905732961526,5
57,"buttery",1,1.80952380952381,0.095238095238095,3.19047619047619,4.90476190476191,1.32736760616822,0.300792603759119,1.12334534400814,0.300792603759118,"Gustatory",0.367272727272727,0,0,7
58,"buzzing",1,1.71428571428571,4.71428571428571,0.047619047619048,0.142857142857143,1.58564993434418,0.783763812819726,0.218217890235992,0.478091443733757,"Auditory",0.553672316384181,3,1.38629436111989,7
59,"caramelised",1,1.42857142857143,0.285714285714286,3.9047619047619,4.38095238095238,1.46872150428284,0.560611910581388,1.22085060121056,1.20317041503648,"Gustatory",0.302816901408451,0,0,11
61,"cheesy",1,0.476190476190476,0.666666666666667,4.19047619047619,4.71428571428571,0.980767435177556,1.31656117720877,1.07791686224159,0.560611910581388,"Gustatory",0.323636363636364,0,0,6
63,"chewy",1,2.04761904761905,1.33333333333333,0.619047619047619,4.47619047619048,1.80211515936664,1.39044357430761,1.07126982951031,1.40068010691405,"Gustatory",0.349137931034483,0,0,5
64,"chilly",1,4.19047619047619,0.666666666666667,0.571428571428571,1.28571428571429,1.16700675315302,1.31656117720877,1.02817452659695,1.90112748501665,"Haptic",0.374384236453202,4,1.6094379124341,6
65,"chocolatey",1,1,0.333333333333333,4.52380952380952,4.95238095238095,1.26491106406735,1.06458129484475,0.749603069567329,0.218217890235994,"Gustatory",0.307936507936508,0,0,9
68,"citrusy",1,0.571428571428571,0.047619047619048,3.95238095238095,5,0.978336781043653,0.218217890235992,0.804747816162957,0,"Gustatory",0.407843137254902,0,0,7
69,"clammy",0.952380952380952,4.35,0.4,1.45,0.6,1.38696943388321,0.820782681668123,1.73129096949433,1.14248114115496,"Haptic",0.413612565445026,1,0.693147180559945,6
70,"clamorous",0.380952380952381,2.875,2.375,0.875,0.125,2.16712449375401,2.32609421256197,1.35620268186054,0.353553390593274,"Haptic",0.323529411764706,0,0,9
74,"cloying",0.142857142857143,1.75,0.333333333333333,2.33333333333333,3.33333333333333,2.06155281280883,0.577350269189626,2.51661147842358,2.88675134594813,"Gustatory",0.31858407079646,1,0.693147180559945,7
75,"coconutty",1,1.52380952380952,0.19047619047619,3.61904761904762,4.66666666666667,1.4359334113756,0.679635756787974,1.53219419383414,0.795822425754222,"Gustatory",0.328671328671329,0,0,9
76,"cold",1,4.66666666666667,0.761904761904762,0.952380952380952,2.38095238095238,0.658280588604384,1.17918454470714,1.39557122627942,1.80211515936664,"Haptic",0.336065573770492,122,4.81218435537242,4
82,"cooing",0.904761904761905,0.105263157894737,4.84210526315789,0,0,0.458831467741124,0.50145985712128,0,0,"Auditory",0.681481481481481,0,0,6
83,"cool",1,4.33333333333333,0.380952380952381,0.285714285714286,1.85714285714286,0.856348838577676,0.804747816162957,0.560611910581388,1.59014824106793,"Haptic",0.435897435897436,40,3.71357206670431,4
84,"crackling",1,1.38095238095238,4.28571428571429,0.904761904761905,1.33333333333333,1.28359613882991,0.956182887467515,0.995226703056239,1.52752523165195,"Auditory",0.315555555555556,2,1.09861228866811,9
87,"creaking",1,1.14285714285714,4.47619047619048,0,0,1.31475147026783,0.813575295780767,0,0,"Auditory",0.583850931677019,2,1.09861228866811,8
88,"creamy",1,2.76190476190476,0.19047619047619,2.38095238095238,4.47619047619048,1.75797502555531,0.511766315719159,1.85677652064513,1.20909253653505,"Gustatory",0.314685314685315,4,1.6094379124341,6
92,"crisp",1,3.38095238095238,2.04761904761905,1.14285714285714,2.66666666666667,1.20317041503648,1.8835124230063,1.27615493909299,1.59164485150844,"Haptic",0.181467181467181,8,2.19722457733622,5
95,"crunching",1,2.14285714285714,3.71428571428571,0.428571428571429,3.04761904761905,1.55838744494796,1.10194633003868,1.07570574840095,1.53219419383414,"Auditory",0.286307053941909,1,0.693147180559945,9
96,"crying",1,1.23809523809524,4.47619047619048,0.047619047619048,0.142857142857143,1.75797502555531,0.749603069567329,0.218217890235992,0.478091443733757,"Auditory",0.428571428571429,20,3.04452243772342,6
100,"damp",1,4.14285714285714,0.380952380952381,3.14285714285714,0.380952380952381,0.963624111659431,0.864649667564296,1.52596573636875,0.804747816162957,"Haptic",0.317269076305221,20,3.04452243772342,4
106,"deafening",1,0.19047619047619,5,0,0.047619047619048,0.679635756787974,0,0,0.218217890235992,"Auditory",0.772058823529412,2,1.09861228866811,9
108,"delicious",1,1.33333333333333,1.33333333333333,4.19047619047619,4.71428571428571,1.77012240631357,2.00831604418561,1.16700675315302,0.643650304346789,"Gustatory",0.226114649681529,11,2.484906649788,9
113,"dry",1,4.28571428571429,0.333333333333333,0.428571428571429,2.52380952380952,1.0555973258235,0.912870929175277,0.676123403782813,1.88730091980711,"Haptic",0.354700854700855,66,4.20469261939097,3
117,"echoing",1,0.333333333333333,4.71428571428571,0,0,0.795822425754221,0.717137165600636,0,0,"Auditory",0.846153846153846,4,1.6094379124341,7
118,"eggy",1,1.04761904761905,0.142857142857143,4.33333333333333,4.38095238095238,1.11696868694653,0.358568582800318,0.966091783079296,1.02353263143832,"Gustatory",0.332089552238806,0,0,4
119,"elastic",1,4.57142857142857,1.95238095238095,0.666666666666667,0.619047619047619,0.597614304667198,1.46547570693582,1.35400640077266,1.28359613882991,"Haptic",0.34016393442623,5,1.79175946922806,7
126,"fatty",1,1.85714285714286,0.333333333333333,1.71428571428571,4.38095238095238,1.45896244933563,0.912870929175277,1.45405835999994,1.11696868694653,"Gustatory",0.338645418326693,6,1.94591014905531,5
127,"feverish",0.952380952380952,3.19047619047619,0.666666666666667,0.285714285714286,0.238095238095238,1.60059512741504,0.966091783079296,0.902377811277357,0.889087279447969,"Haptic",0.407894736842105,2,1.09861228866811,8
129,"fishy",1,0.952380952380952,0.285714285714286,4.57142857142857,4.47619047619048,1.62715059156153,0.783763812819726,0.810643483377778,0.980767435177556,"Olfactory",0.313588850174216,1,0.693147180559945,5
130,"flaky",1,3.95238095238095,1.19047619047619,0.333333333333333,1.71428571428571,1.07126982951031,1.07791686224159,0.658280588604383,1.55379719213471,"Haptic",0.330434782608696,0,0,5
132,"flavoursome",1,0.428571428571429,0.19047619047619,4.23809523809524,4.85714285714286,0.870139561876632,0.511766315719159,0.995226703056238,0.358568582800317,"Gustatory",0.401639344262295,0,0,11
138,"fluffy",1,4.57142857142857,0.333333333333333,0.333333333333333,1.0952380952381,0.74642002729218,0.730296743340221,1.06458129484475,1.4108423691101,"Haptic",0.408256880733945,2,1.09861228866811,6
140,"foetid",0.095238095238095,1.25,0,2.25,2.25,1.89296944860009,0,2.62995563967658,2.62995563967658,"Olfactory",0.28125,0,0,6
143,"fragrant",1,0.238095238095238,0.238095238095238,5,2.76190476190476,0.624880941040924,0.538958431120797,0,1.44584791402007,"Olfactory",0.518134715025907,3,1.38629436111989,8
144,"freezing",1,4.76190476190476,0.666666666666667,0.619047619047619,2.0952380952381,0.624880941040923,1.01653004546513,1.02353263143832,2.04706526287664,"Haptic",0.34251968503937,10,2.39789527279837,8
145,"fresh",1,2.42857142857143,1,4.52380952380952,4.09523809523809,1.7768350675127,1.51657508881031,0.601585207518238,1.4108423691101,"Olfactory",0.220238095238095,68,4.23410650459726,5
147,"fruity",1,0.904761904761905,0.238095238095238,4.42857142857143,4.76190476190476,1.22085060121056,0.700340053457026,0.870139561876633,0.624880941040923,"Gustatory",0.333333333333333,2,1.09861228866811,6
149,"gamy",0.666666666666667,2.78571428571429,0.428571428571429,2.07142857142857,2.21428571428571,1.84718377864465,1.08940955880384,1.77435950369468,2.25929095169162,"Haptic",0.229166666666667,0,0,4
150,"garlicky",1,0.142857142857143,0.142857142857143,4.42857142857143,4.95238095238095,0.358568582800318,0.358568582800318,0.676123403782814,0.218217890235994,"Gustatory",0.407258064516129,0,0,8
152,"giggling",1,0.571428571428571,4.71428571428571,0,0,1.02817452659695,0.717137165600636,0,0,"Auditory",0.510309278350516,2,1.09861228866811,8
161,"gooey",1,4.66666666666667,1.57142857142857,0.714285714285714,2.61904761904762,0.730296743340222,1.59910689359494,1.23056316956332,1.93587681623058,"Haptic",0.286206896551724,0,0,5
163,"grainy",1,4.19047619047619,1.23809523809524,0.476190476190476,2.33333333333333,1.07791686224159,1.26114082896249,0.980767435177556,1.71269767715535,"Haptic",0.318367346938775,0,0,6
165,"greasy",1,3.95238095238095,0.19047619047619,2.33333333333333,3.80952380952381,1.16086995293144,0.511766315719159,1.77012240631357,1.24976188208185,"Haptic",0.267796610169492,4,1.6094379124341,6
168,"gritty",1,4.33333333333333,1.85714285714286,0.19047619047619,1.85714285714286,0.856348838577676,1.52596573636875,0.402373908081478,1.65183880223569,"Haptic",0.353658536585366,2,1.09861228866811,6
169,"groaning",1,0.142857142857143,4.47619047619048,0.047619047619048,0,0.358568582800318,0.87287156094397,0.218217890235992,0,"Auditory",0.657342657342657,2,1.09861228866811,8
171,"growling",1,0.19047619047619,4.61904761904762,0.19047619047619,0.095238095238095,0.511766315719159,0.740012869900955,0.511766315719159,0.300792603759119,"Auditory",0.555555555555556,1,0.693147180559945,8
173,"gurgling",1,0.714285714285714,4.38095238095238,0.523809523809524,0.476190476190476,1.30930734141595,0.864649667564296,1.07791686224159,1.12334534400814,"Auditory",0.418367346938776,1,0.693147180559945,8
177,"hard",1,4.71428571428571,1.28571428571429,0.095238095238095,1,0.462910049886275,1.55379719213471,0.300792603759119,1.22474487139159,"Haptic",0.41991341991342,228,5.43372200355424,4
178,"harsh",1,2.52380952380952,3.33333333333333,1.80952380952381,2.28571428571429,1.40068010691405,1.59164485150844,1.86061945649957,1.67758329578168,"Auditory",0.115942028985507,15,2.77258872223978,5
180,"heavy",1,3.9047619047619,1.71428571428571,0.238095238095238,0.571428571428571,1.67047184665776,1.79284291400159,0.768424485864545,1.32557265253281,"Haptic",0.368421052631579,94,4.55387689160054,5
181,"herby",1,0.761904761904762,0.047619047619048,4.14285714285714,4.80952380952381,1.17918454470714,0.218217890235992,0.792824967172091,0.402373908081478,"Gustatory",0.378787878787879,0,0,5
183,"hissing",1,0.333333333333333,4.52380952380952,0.047619047619048,0.047619047619048,0.795822425754221,0.928388260322567,0.218217890235992,0.218217890235992,"Auditory",0.635135135135135,2,1.09861228866811,7
184,"hoarse",0.952380952380952,1.45,3.9,0.15,0.35,1.57195821559574,1.74416319854476,0.489360484929593,0.988086934168084,"Auditory",0.506756756756757,2,1.09861228866811,6
186,"honeyed",1,1.33333333333333,0.333333333333333,3.57142857142857,4.09523809523809,1.39044357430761,0.795822425754221,1.32557265253281,1.37494588638106,"Gustatory",0.303846153846154,0,0,7
187,"hot",1,4.85714285714286,1.04761904761905,1.66666666666667,4.42857142857143,0.358568582800317,1.39557122627942,2.08166599946613,1.39897921969658,"Haptic",0.248447204968944,91,4.52178857704904,3
188,"howling",1,0.142857142857143,4.95238095238095,0.142857142857143,0.142857142857143,0.654653670707977,0.218217890235994,0.654653670707977,0.654653670707977,"Auditory",0.587209302325581,3,1.38629436111989,7
190,"humid",1,3.28571428571429,0.238095238095238,1.42857142857143,0.476190476190476,1.41925533794512,0.538958431120797,1.28730060869358,0.980767435177556,"Haptic",0.423841059602649,2,1.09861228866811,5
191,"hushed",1,0.142857142857143,4.38095238095238,0.047619047619048,0,0.358568582800318,0.864649667564296,0.218217890235992,0,"Auditory",0.686567164179104,2,1.09861228866811,6
192,"husky",1,0.571428571428571,4.61904761904762,0.714285714285714,0.333333333333333,1.12122382116278,0.804747816162957,1.30930734141595,0.912870929175277,"Auditory",0.569620253164557,2,1.09861228866811,5
196,"itchy",1,4.80952380952381,1.28571428571429,0.285714285714286,0.333333333333333,0.511766315719159,1.38357714432037,0.560611910581388,0.577350269189626,"Haptic",0.458937198067633,1,0.693147180559945,5
197,"jagged",1,4.76190476190476,0.619047619047619,0.238095238095238,0.476190476190476,0.436435780471984,1.07126982951031,0.768424485864545,0.928388260322567,"Haptic",0.418502202643172,3,1.38629436111989,6
198,"jammy",1,1.52380952380952,0.238095238095238,2.47619047619048,4.71428571428571,1.56904581255767,0.768424485864545,1.60059512741504,0.717137165600636,"Gustatory",0.364341085271318,0,0,5
199,"jingling",0.952380952380952,1.1,4.95,0.15,0.15,1.25236618152662,0.223606797749978,0.670820393249937,0.670820393249937,"Auditory",0.516129032258065,0,0,8
200,"juicy",1,2.19047619047619,1.42857142857143,2.80952380952381,4.85714285714286,1.66189793967763,1.80475562255472,1.77817455889594,0.358568582800317,"Gustatory",0.230031948881789,2,1.09861228866811,5
203,"laughing",1,0.55,4.71428571428571,0.047619047619048,0.047619047619048,1.09904264559757,0.462910049886275,0.218217890235992,0.218217890235992,"Auditory",0.481454188160157,26,3.29583686600433,8
204,"leathery",1,4.57142857142857,0.523809523809524,2.85714285714286,0.380952380952381,0.507092552837111,1.20909253653505,1.35224680756563,0.920662287496912,"Haptic",0.33587786259542,1,0.693147180559945,8
205,"lemony",1,0.714285714285714,0,3.71428571428571,4.95238095238095,0.956182887467515,0,1.00711752754369,0.218217890235994,"Gustatory",0.403100775193798,0,0,6
212,"loud",1,0.238095238095238,4.95238095238095,0.095238095238095,0.238095238095238,0.538958431120797,0.218217890235994,0.436435780471985,0.768424485864545,"Auditory",0.684563758389262,25,3.25809653802148,4
214,"lukewarm",1,4.71428571428571,0.238095238095238,0.714285714285714,2.57142857142857,0.717137165600636,0.889087279447969,1.34695423615122,2.06328448284352,"Haptic",0.5,2,1.09861228866811,8
215,"lumpy",1,4.47619047619048,0.714285714285714,0.285714285714286,2.52380952380952,0.87287156094397,1.10194633003868,0.783763812819726,2.20497273495723,"Haptic",0.337164750957854,2,1.09861228866811,5
217,"malty",0.904761904761905,0.789473684210526,0,2.73684210526316,3.84210526315789,1.27274625944674,0,1.59311383645565,1.46299380627294,"Gustatory",0.417142857142857,0,0,5
218,"meaty",1,1.61904761904762,0.095238095238095,3.28571428571429,4.80952380952381,1.53219419383414,0.300792603759119,1.0555973258235,0.402373908081478,"Gustatory",0.347368421052632,1,0.693147180559945,5
221,"melodious",0.904761904761905,0.526315789473684,4.84210526315789,0.368421052631579,0.368421052631579,1.12390297389803,0.50145985712128,1.11607080200484,1.11607080200484,"Auditory",0.643939393939394,0,0,9
223,"meowing",1,0.19047619047619,4.95238095238095,0.380952380952381,0.095238095238095,0.511766315719159,0.218217890235994,0.740012869900955,0.436435780471985,"Auditory",0.593023255813953,0,0,7
225,"mild",1,1.38095238095238,1.76190476190476,2.61904761904762,3.61904761904762,1.85677652064513,1.78619041271534,1.8835124230063,1.53219419383414,"Gustatory",0.193415637860082,16,2.83321334405622,4
227,"minty",1,0.142857142857143,0,3.95238095238095,4.95238095238095,0.358568582800318,0,0.973457265430305,0.218217890235994,"Gustatory",0.460176991150442,0,0,5
229,"moaning",1,0.19047619047619,4.95238095238095,0.142857142857143,0.142857142857143,0.679635756787974,0.218217890235994,0.654653670707977,0.654653670707977,"Auditory",0.570621468926554,4,1.6094379124341,7
230,"moist",1,4.38095238095238,1.42857142857143,1.71428571428571,2.85714285714286,0.864649667564296,1.43427433120127,1.41925533794512,1.45896244933563,"Haptic",0.210169491525424,6,1.94591014905531,5
235,"muffled",1,0.428571428571429,4.47619047619048,0.333333333333333,0.333333333333333,0.870139561876632,1.07791686224159,1.11055541659718,0.966091783079296,"Auditory",0.595890410958904,4,1.6094379124341,7
237,"mumbling",1,0.238095238095238,4.90476190476191,0.142857142857143,0.095238095238095,0.538958431120797,0.300792603759118,0.654653670707977,0.436435780471985,"Auditory",0.660130718954248,1,0.693147180559945,8
239,"murmuring",1,0.238095238095238,4.85714285714286,0.142857142857143,0.095238095238095,0.538958431120797,0.478091443733757,0.478091443733757,0.436435780471985,"Auditory",0.632911392405063,2,1.09861228866811,9
240,"mushroomy",1,1.76190476190476,0.047619047619048,3,4.76190476190476,1.60949563232591,0.218217890235992,1.4142135623731,0.538958431120796,"Gustatory",0.351063829787234,0,0,9
241,"mushy",1,4.42857142857143,1.9047619047619,0.523809523809524,3.23809523809524,1.20712172424444,1.51343192462568,0.928388260322567,1.97242900771515,"Haptic",0.279863481228669,1,0.693147180559945,5
242,"musky",0.904761904761905,0.157894736842105,0.368421052631579,4.26315789473684,2.05263157894737,0.374634324632678,0.83069758608784,1.40799720892865,1.54465689144247,"Olfactory",0.467065868263473,0,0,5
243,"musty",0.904761904761905,0.631578947368421,0.473684210526316,4.31578947368421,1.73684210526316,0.955133865881839,0.904827856717728,1.15723000589758,1.52177182050536,"Olfactory",0.370558375634518,1,0.693147180559945,5
244,"mute",1,0.095238095238095,4.95238095238095,0,0,0.436435780471985,0.218217890235994,0,0,"Auditory",0.753623188405797,2,1.09861228866811,4
245,"muttering",1,0.19047619047619,4.80952380952381,0.142857142857143,0.095238095238095,0.511766315719159,0.511766315719159,0.478091443733757,0.436435780471985,"Auditory",0.6,4,1.6094379124341,9
247,"noisy",1,0.285714285714286,4.95238095238095,0.047619047619048,0.047619047619048,0.902377811277357,0.218217890235994,0.218217890235992,0.218217890235992,"Auditory",0.700680272108844,10,2.39789527279837,5
248,"noxious",0.523809523809524,0.272727272727273,0.818181818181818,3.1,2.18181818181818,0.646669790682863,1.16774841624228,2.23358207570013,1.88775961489708,"Olfactory",0.320288362512873,2,1.09861228866811,7
249,"nutty",1,1.47619047619048,0.333333333333333,3,4.95238095238095,1.03048763306736,0.730296743340221,1.22474487139159,0.218217890235994,"Gustatory",0.346428571428571,1,0.693147180559945,5
250,"odorous",1,0.19047619047619,0.285714285714286,4.95238095238095,1.85714285714286,0.601585207518238,0.643650304346789,0.218217890235994,1.45896244933563,"Olfactory",0.564971751412429,1,0.693147180559945,7
252,"oniony",1,1.23809523809524,0.19047619047619,4.52380952380952,4.95238095238095,1.33808676492827,0.679635756787974,0.928388260322567,0.218217890235994,"Gustatory",0.332225913621262,0,0,6
255,"orangey",1,1.57142857142857,0.380952380952381,3.76190476190476,4.33333333333333,1.69030850945703,1.07126982951031,1.44584791402007,1.06458129484475,"Gustatory",0.276666666666667,0,0,7
257,"painful",1,4.61904761904762,3.33333333333333,0.761904761904762,0.80952380952381,0.973457265430305,1.62275485928508,1.4108423691101,1.40068010691405,"Haptic",0.288256227758007,19,2.99573227355399,7
258,"palatable",0.80952380952381,0.764705882352941,0.235294117647059,3.64705882352941,4.82352941176471,0.970142500145332,0.562295714538387,1.27186754767292,0.39295262399669,"Gustatory",0.354545454545454,1,0.693147180559945,9
261,"peachy",1,2.14285714285714,0.047619047619048,3.04761904761905,3.61904761904762,1.93095091304037,0.218217890235992,1.59612626305661,1.53219419383414,"Gustatory",0.295275590551181,0,0,6
262,"peppery",1,0.333333333333333,0.095238095238095,3.52380952380952,4.95238095238095,0.658280588604383,0.436435780471985,1.24976188208185,0.218217890235994,"Gustatory",0.419753086419753,0,0,7
263,"perfumed",1,0.19047619047619,0.095238095238095,4.90476190476191,2.28571428571429,0.601585207518238,0.436435780471985,0.436435780471984,1.45405835999994,"Olfactory",0.604790419161677,1,0.693147180559945,8
269,"popping",1,1.57142857142857,4.19047619047619,0.476190476190476,0.476190476190476,1.32557265253281,1.12334534400814,1.07791686224159,1.07791686224159,"Auditory",0.362790697674419,3,1.38629436111989,7
271,"prickly",1,4.90476190476191,1.19047619047619,0.285714285714286,0.952380952380952,0.300792603759118,1.4359334113756,0.956182887467515,1.11696868694653,"Haptic",0.402489626556017,2,1.09861228866811,7
273,"pulsing",1,4.47619047619048,3.42857142857143,0.19047619047619,0.047619047619048,0.87287156094397,1.46872150428284,0.872871560943969,0.218217890235992,"Haptic",0.36046511627907,1,0.693147180559945,7
274,"pungent",0.904761904761905,0.315789473684211,0.210526315789474,4.84210526315789,2.21052631578947,0.820069887194403,0.535303379031311,0.50145985712128,1.71849247140306,"Olfactory",0.508670520231214,2,1.09861228866811,7
277,"purring",1,0.857142857142857,4.85714285714286,0.095238095238095,0.047619047619048,1.1084094137869,0.358568582800317,0.300792603759119,0.218217890235992,"Auditory",0.594117647058824,0,0,7
278,"putrid",0.904761904761905,0.631578947368421,0.368421052631579,3.89473684210526,3.31578947368421,1.01162829777814,0.683985568056769,1.44893588701445,1.82734268448742,"Olfactory",0.331683168316832,1,0.693147180559945,6
279,"quiet",1,0.095238095238095,4.95238095238095,0.095238095238095,0.047619047619048,0.436435780471985,0.218217890235994,0.300792603759119,0.218217890235992,"Auditory",0.673202614379085,64,4.17438726989564,5
281,"rancid",1,1.57142857142857,0.857142857142857,4.19047619047619,3.23809523809524,1.63007449435382,1.45896244933563,1.24976188208185,1.78619041271534,"Olfactory",0.257352941176471,1,0.693147180559945,6
282,"raspy",0.80952380952381,1.17647058823529,3.64705882352941,0.647058823529412,0.529411764705882,1.50977209031889,1.69341284358644,1.3200935795706,1.00732610526728,"Auditory",0.389705882352941,0,0,5
283,"raucous",0.619047619047619,0.153846153846154,4.53846153846154,0.307692307692308,0.230769230769231,0.554700196225229,1.39136531360295,0.751067616198811,0.599144689515278,"Auditory",0.518181818181818,1,0.693147180559945,7
287,"reeking",0.904761904761905,0.157894736842105,0.105263157894737,4.94736842105263,2.05263157894737,0.501459857121279,0.315301767642306,0.229415733870565,1.74717817607346,"Olfactory",0.560975609756098,0,0,7
288,"resounding",0.857142857142857,0.444444444444444,3.83333333333333,0.055555555555556,0.055555555555556,0.855585263892997,1.54348726628258,0.235702260395516,0.235702260395516,"Auditory",0.607142857142857,2,1.09861228866811,10
289,"reverberating",0.619047619047619,2.30769230769231,3.30769230769231,0,0,2.05688337801861,1.49357598761135,0,0,"Auditory",0.425742574257426,0,0,13
290,"rhythmic",1,1.33333333333333,4.61904761904762,0.095238095238095,0,1.77012240631357,0.669043382464133,0.300792603759119,0,"Auditory",0.541899441340782,5,1.79175946922806,8
